en;it;es;fr
\f[1]\nb[\n[1]]That's the last of them!;\f[1]\nb[\n[1]]E questo è l'ultimo.;;
\f[3]\nb[\n[3]]All of the old codgers are here and accounted for.;\f[3]\nb[\n[3]]Abbiamo tutti i saggi!;;
\f[2]\nb[\n[2]]Great!;\f[2]\nb[\n[2]]Grandioso!;;
\f[5]\nb[\n[5]]So now that you gathered all of us, what's the plan?!;\f[5]\nb[\n[5]]Ed ora che ci avete tutti cosa pensate di farci?!;;
\f[1]\nb[\n[1]]Same business as last time, old timer.;\f[1]\nb[\n[1]]Guarda che noi siamo i buoni e siamo venuti a salvarti.;;
\f[4]\nb[\n[4]]Sage!\. Don't you remember the Heroes?\| They're here to save us from \map[The Great Cluster]!;\f[4]\nb[\n[4]]Saggio!\. Non ti ricordi dei nostri eroi?\| Sono venuti a salvarci da \map[The Great Cluster]!;;
\f[5]\nb[\n[5]]Oh, heroes!\. Of course I remember you guys and all the adventures we had…;\f[5]\nb[\n[5]]Oh, eroi!\. Certo che mi ricordo di voi, quante avventure passate insieme…;;
\f[5]\nb[\n[5]]The rabbit, the general, the dragon, the Teorhemas Crystal...\|;\f[5]\nb[\n[5]]Il coniglietto, il generale, il drago, il Cristallo di Teorhemas...\|;;
In my age I seem to have grown a bit senile. Perhaps it's time I left the title in more capable hands.;Inizio a diventare un po' anzianotto, presto anch'io dovrò lasciare il mio posto di saggio…;;
\f[5]\nb[\n[5]]Still, for rescuing all of us, accept a token of our gratitude on behalf of the Sages!;\f[5]\nb[\n[5]]Ma per ringraziarvi di averci salvati tutti quanti, ecco un dono da parte mia e di tutti gli altri saggi!;;
\f[1]\nb[\n[1]]It's good to finally be acknowledged...;\f[1]\nb[\n[1]]Oh, un po’ di riconoscenza.;;
\f[4]\nb[\n[4]]It would be a shame to lose a Sage like this!\| Let's go now, the other Sages are waiting in \map[The Great Cluster].;\f[4]\nb[\n[4]]Sarebbe un dispiacere perdere anche te, saggio!\| Ma ora andiamo, gli altri saggi ci stanno già aspettando davanti a \map[The Great Cluster].;;
\f[4]\nb[\n[4]]Let's catch up to them ASAP.;\f[4]\nb[\n[4]]Dobbiamo raggiungerli al più presto!;;
\f[1]\nb[\n[1]]Hold on a sec...\. Where's \n[5]? He usually comes pick us up after we've done the deed...;\f[1]\nb[\n[1]]Piuttosto...\. Dov'è \n[5] che solitamente ci riporta indietro?;;
\f[4]\nb[\n[4]]\n[5] and the others are focusing their power on \map[The Great Cluster] to destroy it!\| Let's get out of here and join them!;\f[4]\nb[\n[4]]\n[5] e gli altri saggi staranno già preparandosi per unire i poteri e distruggere \map[The Great Cluster]!\| Usciamo di qui e raggiungiamoli!;;
\f[5]\nb[\n[5]]Let's move!;\f[5]\nb[\n[5]]Andiamo!;;
\nb[SAGE]Great, the cyborgs are weakened now! You can destroy them!;\nb[SAGGIO]Perfetto, i cyborg sono indeboliti, potete distruggerli!;;
